Keyword,Name,Header_image,Rating,Rating_count,Price_range,Category,Detail_URL,Tags,Address,Located_in,Current_status,Next_status,Scraped_at,Open_hours,Latitude,Longitude,Plus_code,Website,Phone,Review_keyword1,Review_keyword2,Review_keyword3,Review_keyword4,Review_keyword5,Review_keyword6,Review_keyword7,Review_keyword8,Review_keyword9,Review_keyword10
Austin TX - guitar repair ,Erlewine Guitars,https://lh5.googleusercontent.com/p/AF1QipMfgH1vnduhsxXan4w9in35mjdgcqIbl9COEKB5=w408-h544-k-no,4.5,29,,חנות גיטרות,https://www.google.com/maps/place/Erlewine+Guitars/data=!4m7!3m6!1s0x8644ca89c3b00229:0x424763e1458e9f8a!8m2!3d30.3143321!4d-97.7424819!16s%2Fg%2F1tdb4p4g!19sChIJKQKww4nKRIYRip-OReFjR0I?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף עצמי בחנות","4402 Burnet Rd, Austin, TX 78756, ארצות הברית",,המקום סגור,ייפתח ביום יום ג׳ בשעה 11:00,2023-09-03 22:56:17,יום ראשוןסגוריום שני(יום העבודה)סגור ייתכנו שינויים בשעותיום שלישי11:00–17:00יום רביעי11:00–17:00יום חמישי11:00–17:00יום שישיסגוריום שבתסגור,30.3143321,-97.7424819,"8775+P2 אוסטין, טקסס, ארצות הברית",http://www.erlewineguitars.com/,+1 512-302-1225,,,,,,,,,,
Austin TX - guitar repair ,South Austin Music,https://lh5.googleusercontent.com/p/AF1QipNILaXa-NFeQ2_8kzM-wREHhwS_-Mk-IRCe1enE=w408-h544-k-no,4.8,151,,חנות לכלי נגינה,https://www.google.com/maps/place/South+Austin+Music/data=!4m7!3m6!1s0x8644b52020754765:0x6bd1af087afc8587!8m2!3d30.2533838!4d-97.7636569!16s%2Fg%2F1wn_6hd5!19sChIJZUd1ICC1RIYRh4X8egiv0Ws?authuser=0&hl=iw&rclk=1," 
""I used to do all the major guitar repairs for this store, till their guitar ...""","1402 S Lamar Blvd, Austin, TX 78704, ארצות הברית",,פתוח,ייסגר בשעה 17:00,2023-09-03 22:56:21,יום ראשון13:00–17:00יום שני(יום העבודה)11:00–18:00 ייתכנו שינויים בשעותיום שלישי11:00–18:00יום רביעי11:00–18:00יום חמישי11:00–18:00יום שישי11:00–18:00יום שבת11:00–18:00,30.2533838,-97.7636569,"763P+9G אוסטין, טקסס, ארצות הברית",http://www.southaustinmusic.com/,+1 512-448-4992,,,,,,,,,,
Austin TX - guitar repair ,"Joe's Amps-Amp Repair Austin, TX - Amplifier Restorations",https://lh5.googleusercontent.com/p/AF1QipOpFEzQGdQRV9nEC2hqDCm7embgq_aYh8kKZBU5=w408-h543-k-no,4.9,101,,חנות לתיקון מוצרים אלקטרוניים,"https://www.google.com/maps/place/Joe%27s+Amps-Amp+Repair+Austin,+TX+-+Amplifier+Restorations/data=!4m7!3m6!1s0x8644ca6b6105397d:0x8f3b3ca00d3e032a!8m2!3d30.3136503!4d-97.6716371!16s%2Fg%2F1q69m1pj_!19sChIJfTkFYWvKRIYRKgM-DaA8O48?authuser=0&hl=iw&rclk=1"," 
""No charge and he even carried my guitar out for me.""","6704 Bryn Mawr Dr, Austin, TX 78723, ארצות הברית",,המקום סגור,ייפתח ביום יום ג׳ בשעה 12:00,2023-09-03 22:56:25,יום ראשוןסגוריום שני(יום העבודה)סגור ייתכנו שינויים בשעותיום שלישי12:00–18:00יום רביעי12:00–18:00יום חמישי12:00–18:00יום שישי12:00–18:00יום שבת10:00–14:00,30.3136503,-97.6716371,"887H+F8 אוסטין, טקסס, ארצות הברית",http://www.joesamps.com/,+1 512-374-0001,,,,,,,,,,
Austin TX - guitar repair ,Austin Keyboards Repair,https://lh5.googleusercontent.com/p/AF1QipP2ediN7u0ZyPNctFYKkGvd91i5I4erXmgGGGCu=w408-h306-k-no,4.9,39,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Austin+Keyboards+Repair/data=!4m7!3m6!1s0x8644b4d86ac2342f:0xe2ce771352ea19cd!8m2!3d30.2494518!4d-97.7730608!16s%2Fg%2F1tlbv31m!19sChIJLzTCati0RIYRzRnqUhN3zuI?authuser=0&hl=iw&rclk=1,,"1801 Blue Crest Dr Unit A, Austin, TX 78704, ארצות הברית",,פתוח,ייסגר בשעה 16:00,2023-09-03 22:56:28,יום ראשון10:00–16:00יום שני(יום העבודה)10:00–17:00 שעות פתיחה בחגיום שלישי9:00–19:30יום רביעי9:00–19:30יום חמישי9:00–19:30יום שישי8:00–19:30יום שבת8:00–19:30,30.2494518,-97.7730608,"66XG+QQ אוסטין, טקסס, ארצות הברית",http://austin-keyboards-repair.business.site/,+1 512-294-4639,,,,,,,,,,
Austin TX - guitar repair ,Frank Noone's Speedy Guitar Service,https://lh5.googleusercontent.com/p/AF1QipMidX2fw0SdlMlDAuSz9UbP7MrZFecf7v9oZZmo=w408-h544-k-no,5.0,58,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Frank+Noone%27s+Speedy+Guitar+Service/data=!4m7!3m6!1s0x8644d1b50ba48dd1:0xaa40b203ee188024!8m2!3d30.4963485!4d-97.6414325!16s%2Fg%2F11nmh75t15!19sChIJ0Y2kC7XRRIYRJIAY7gOyQKo?authuser=0&hl=iw&rclk=1," 
""Don't take your guitar anywhere else in Austin!""","2800 Gattis School Rd, Round Rock, TX 78664, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:56:32,יום ראשוןסגוריום שני(יום העבודה)10:00–18:30 ייתכנו שינויים בשעותיום שלישי10:00–18:30יום רביעי10:00–18:30יום חמישי10:00–18:30יום שישי10:00–17:00יום שבת10:00–17:00,30.4963485,-97.6414325,"F9W5+GC ראונד רוק, טקסס, ארצות הברית",http://www.franknoonesguitarservice.com/,+1 512-668-9411,,,,,,,,,,
Austin TX - guitar repair ,Strait Music Company,https://lh5.googleusercontent.com/p/AF1QipNoH8zgc6bYl-4iCDuzrSwSxEm3drZoY8j3GsOV=w408-h306-k-no,4.6,969,,חנות לכלי נגינה,https://www.google.com/maps/place/Strait+Music+Company/data=!4m7!3m6!1s0x865b4b30db84bd6d:0x8fa48ab0e5cddae3!8m2!3d30.2723544!4d-97.8011298!16s%2Fg%2F1tggtypc!19sChIJbb2E2zBLW4YR49rN5bCKpI8?authuser=0&hl=iw&rclk=1," 
""The techs there are true masters and have been able to repair all of ...""","3201 Bee Caves Rd suite 140, Austin, TX 78746, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:56:36,יום ראשוןסגוריום שני(יום העבודה)10:00–19:00 ייתכנו שינויים בשעותיום שלישי10:00–19:00יום רביעי10:00–19:00יום חמישי10:00–19:00יום שישי10:00–19:00יום שבת10:00–17:30,30.2723544,-97.8011298,"75CX+WG אוסטין, טקסס, ארצות הברית",http://www.straitmusic.com/,+1 512-476-6927,,,,,,,,,,
Austin TX - guitar repair ,Guitar Center,https://lh5.googleusercontent.com/p/AF1QipPCzWAZX6HGJGoUs0kAwaVaSyUMwvo5NAlQO-VE=w426-h240-k-no,4.2,830,,חנות מוזיקה,https://www.google.com/maps/place/Guitar+Center/data=!4m7!3m6!1s0x865b4b99694463c9:0xdc5dd0f37c38ee9e!8m2!3d30.2333193!4d-97.8286509!16s%2Fg%2F1tj7wt2f!19sChIJyWNEaZlLW4YRnu44fPPQXdw?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף מחוץ לחנות
·
משלוחים","5300 S MoPac Expy #103, Austin, TX 78749, ארצות הברית",,פתוח,ייסגר בשעה 19:00,2023-09-03 22:56:40,,30.2333193,-97.8286509,"65MC+8G אוסטין, טקסס, ארצות הברית",https://stores.guitarcenter.com/tx/austin/460?source=4GOA5AJBA,+1 512-891-0297,,,,,,,,,,
Austin TX - guitar repair ,Strait Music Company,https://lh5.googleusercontent.com/p/AF1QipPboJ7YYceptSBLubJ2aKykcQs5hYCbMIhcOtfm=w408-h271-k-no,4.6,641,,חנות לכלי נגינה,https://www.google.com/maps/place/Strait+Music+Company/data=!4m7!3m6!1s0x865b32a5c5311da7:0x9f147af4eca46406!8m2!3d30.4726088!4d-97.7975275!16s%2Fg%2F1tfg82fs!19sChIJpx0xxaUyW4YRBmSk7PR6FJ8?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף מחוץ לחנות
·
משלוחים","13945 US-183 Hwy B, Austin, TX 78717, ארצות הברית",נמצא בתוך: The Hub,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:56:44,יום ראשוןסגוריום שני(יום העבודה)10:00–19:00 ייתכנו שינויים בשעותיום שלישי10:00–19:00יום רביעי10:00–19:00יום חמישי10:00–19:00יום שישי10:00–19:00יום שבת10:00–17:30,30.4726088,-97.7975275,"F6F2+2X אוסטין, טקסס, ארצות הברית",http://www.straitmusic.com/,+1 512-918-3743,,,,,,,,,,
Austin TX - guitar repair ,DB's Guitar Works,https://lh5.googleusercontent.com/p/AF1QipOSNXhN8p-QuBHp6eH0gdxcgDqlKCni8I78_nNg=w408-h408-k-no,5.0,13,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/DB%27s+Guitar+Works/data=!4m7!3m6!1s0x8644b53840bb38a1:0x4ee2d572f0f0f31c!8m2!3d30.3077609!4d-97.7557424!16s%2Fg%2F11r4k6gqvy!19sChIJoTi7QDi1RIYRHPPw8HLV4k4?authuser=0&hl=iw&rclk=1," 
""If you need an awesome luthier in Austin, go to DB!!""",,,פתוח,ייסגר בשעה 22:00,2023-09-03 22:56:47,יום ראשון10:00–22:00יום שני(יום העבודה)10:00–22:00 ייתכנו שינויים בשעותיום שלישי10:00–22:00יום רביעי10:00–22:30יום חמישי10:00–22:00יום שישי10:00–22:00יום שבת10:00–22:00,30.3077609,-97.7557424,,https://www.instagram.com/dbsguitarworks/,+1 516-581-4083,,,,,,,,,,
Austin TX - guitar repair ,Collings Guitars,https://lh5.googleusercontent.com/p/AF1QipPI-qfrzImUGuPGldU5bwkrxcVnejjoGgc4TQxK=w408-h544-k-no,5.0,23,,Musical instrument manufacturer,https://www.google.com/maps/place/Collings+Guitars/data=!4m7!3m6!1s0x865b462042cd7a59:0x7424e027789de894!8m2!3d30.220869!4d-97.9633789!16s%2Fg%2F1thn5yb6!19sChIJWXrNQiBGW4YRlOideCfgJHQ?authuser=0&hl=iw&rclk=1," 
""You can find them at Hill Country Guitars in Austin.""","11210 W U.S. 290, Austin, TX 78737, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:56:51,יום ראשוןסגוריום שני(יום העבודה)10:00–18:00 ייתכנו שינויים בשעותיום שלישי10:00–18:00יום רביעי10:00–18:00יום חמישי10:00–18:00יום שישי10:00–18:00יום שבתסגור,30.220869,-97.9633789,"62CP+8J אוסטין, טקסס, ארצות הברית",http://www.collingsguitars.com/,+1 512-288-7776,,,,,,,,,,
Austin TX - guitar repair ,Westbank String Shop,https://lh5.googleusercontent.com/p/AF1QipNbQk6fntVMX-YitTy7hMukupFP6-6F1ljYZNxI=w422-h240-k-no,4.9,75,,חנות לכלי נגינה,https://www.google.com/maps/place/Westbank+String+Shop/data=!4m7!3m6!1s0x865b4b5e7f8065b7:0xcc72d2a1a3f1a954!8m2!3d30.209099!4d-97.804206!16s%2Fg%2F1tj9cf04!19sChIJt2WAf15LW4YRVKnxo6HScsw?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף עצמי בחנות","6301 Menchaca Rd, Austin, TX 78745, ארצות הברית",,המקום סגור,ייפתח ביום יום ג׳ בשעה 10:00,2023-09-03 22:56:55,יום ראשוןסגוריום שני(יום העבודה)סגור ייתכנו שינויים בשעותיום שלישי10:00–17:00יום רביעי10:00–17:00יום חמישי10:00–17:00יום שישי10:00–17:00יום שבת11:00–15:00,30.209099,-97.804206,"655W+J8 אוסטין, טקסס, ארצות הברית",http://westbankstringshop.com/,+1 512-326-4898,,,,,,,,,,
Austin TX - guitar repair ,Austin Strings,https://lh5.googleusercontent.com/p/AF1QipMPs1Z3DDBKxRiee5kfqJD8XqQ1njkdtfqePAq7=w408-h306-k-no,4.8,35,,חנות כינורות,https://www.google.com/maps/place/Austin+Strings/data=!4m7!3m6!1s0x865b32d2db3cbf37:0x3fb18f0ed1d02e29!8m2!3d30.4429677!4d-97.785797!16s%2Fg%2F1tgkhq2_!19sChIJN78829IyW4YRKS7Q0Q6PsT8?authuser=0&hl=iw&rclk=1," 
""We came to this shop to rent an instrument for a first-time violin user.""","Plaza Cortez #201, 13276 Research Blvd, Austin, TX 78750, ארצות הברית",קומה 1 · Plaza Cortez,המקום סגור,ייפתח ביום יום ג׳ בשעה 11:00,2023-09-03 22:56:59,יום ראשוןסגוריום שני(יום העבודה)סגור ייתכנו שינויים בשעותיום שלישי11:00–18:00יום רביעי11:00–18:00יום חמישי11:00–18:00יום שישי11:00–18:00יום שבת12:00–17:00,30.4429677,-97.785797,"C6V7+5M אוסטין, טקסס, ארצות הברית",http://www.austinstrings.com/,+1 512-918-1863,,,,,,,,,,
Austin TX - guitar repair ,Frank Noone's Mobile Guitar Service (South Austin),https://lh5.googleusercontent.com/p/AF1QipOfCP2hBRgkdcDNif9Ku33X0MuhUPmKDy7fexPE=w408-h408-k-no,5.0,7,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Frank+Noone%27s+Mobile+Guitar+Service+%28South+Austin%29/data=!4m7!3m6!1s0x8644b30d7d51bf57:0x1c97c02d56ac8367!8m2!3d30.165736!4d-97.721123!16s%2Fg%2F11t76w75z3!19sChIJV79RfQ2zRIYRZ4OsVi3Alxw?authuser=0&hl=iw&rclk=1,,"6901 McKinney Falls Pkwy, Austin, TX 78744, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:57:02,יום ראשוןסגוריום שני(יום העבודה)10:00–17:00 ייתכנו שינויים בשעותיום שלישי10:00–17:00יום רביעי10:00–17:00יום חמישי10:00–17:00יום שישי10:00–17:00יום שבת10:00–17:00,30.165736,-97.721123,"578H+7H אוסטין, טקסס, ארצות הברית",http://franknoonesguitarservice.com/,+1 512-668-9411,,,,,,,,,,
Austin TX - guitar repair ,Austin Winds,https://lh5.googleusercontent.com/p/AF1QipPI1qhreghiVXnrxFWhSHTQs9NOlIAzAnjYbvvY=w426-h240-k-no,5.0,7,,חנות לכלי נגינה,https://www.google.com/maps/place/Austin+Winds/data=!4m7!3m6!1s0x8644cba5a57e6c1d:0x498d38dc92bec678!8m2!3d30.281202!4d-97.741261!16s%2Fg%2F11cm_h5hbs!19sChIJHWx-paXLRIYReMa-ktw4jUk?authuser=0&hl=iw&rclk=1," 
קנייה בחנות","305 W Martin Luther King Jr Blvd, Austin, TX 78701, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 9:30,2023-09-03 22:57:06,יום ראשוןסגוריום שני(יום העבודה)9:30–18:00 ייתכנו שינויים בשעותיום שלישי9:30–18:00יום רביעי9:30–18:00יום חמישי9:30–18:00יום שישי9:30–18:00יום שבתסגור,30.281202,-97.741261,"77J5+FF אוסטין, טקסס, ארצות הברית",http://austinwinds.com/,+1 512-788-5757,,,,,,,,,,
Austin TX - guitar repair ,Switched On,https://lh5.googleusercontent.com/p/AF1QipOlLbI36demszTI0Lo6iiUVDmmm09FMxpaEOG48=w408-h544-k-no,4.2,60,,חנות לכלי נגינה,https://www.google.com/maps/place/Switched+On/data=!4m7!3m6!1s0x8644b5bb11b2a1df:0x436a659e91c7978d!8m2!3d30.3139171!4d-97.7198271!16s%2Fg%2F1thcn4qr!19sChIJ36GyEbu1RIYRjZfHkZ5lakM?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף מחוץ לחנות
·
משלוחים","5013 Duval St, Austin, TX 78751, ארצות הברית",,פתוח,ייסגר בשעה 18:00,2023-09-03 22:57:10,יום ראשון11:00–18:00יום שני(יום העבודה)11:00–18:00 ייתכנו שינויים בשעותיום שלישי11:00–18:00יום רביעי11:00–18:00יום חמישי11:00–18:00יום שישי11:00–18:00יום שבת11:00–18:00,30.3139171,-97.7198271,"877J+H3 אוסטין, טקסס, ארצות הברית",http://switchedonaustin.com/,+1 512-565-0663,,,,,,,,,,
