Keyword,Name,Header_image,Rating,Rating_count,Price_range,Category,Detail_URL,Tags,Address,Located_in,Current_status,Next_status,Scraped_at,Open_hours,Latitude,Longitude,Plus_code,Website,Phone,Review_keyword1,Review_keyword2,Review_keyword3,Review_keyword4,Review_keyword5,Review_keyword6,Review_keyword7,Review_keyword8,Review_keyword9,Review_keyword10
Nashville - guitar repair,Gruhn Guitars Inc,https://lh5.googleusercontent.com/p/AF1QipMHm89Ug1TzjqRNPuoMObKff7kXMuhVsUKnc6WZ=w426-h240-k-no,4.8,804,₪₪₪,חנות גיטרות,https://www.google.com/maps/place/Gruhn+Guitars+Inc/data=!4m7!3m6!1s0x886466595a5b6b0f:0x8757288c0cea59b!8m2!3d36.1309667!4d-86.7781611!16s%2Fg%2F1v9gkr5t!19sChIJD2tbWllmZIgRm6XOwIhydQg?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף מחוץ לחנות
·
משלוחים","2120 8th Ave S, Nashville, TN 37204, ארצות הברית",,המקום סגור,ייפתח ביום יום ג׳ בשעה 10:00,2023-09-03 22:31:22,יום ראשוןסגוריום שני(יום העבודה)סגור שעות פתיחה בחגיום שלישי10:00–18:00יום רביעי10:00–18:00יום חמישי10:00–18:00יום שישי10:00–18:00יום שבת10:00–18:00,36.1309667,-86.7781611,"46JC+9P נשוויל, טנסי, ארצות הברית",http://www.guitars.com/,+1 615-256-2033,,,,,,,,,,
Nashville - guitar repair,Fanny's House of Music,https://lh5.googleusercontent.com/p/AF1QipPM5J4edFREtfT-mzuDSpND_4nHKI-EHVy4DKN8=w506-h240-k-no,4.8,112,,חנות לכלי נגינה,https://www.google.com/maps/place/Fanny%27s+House+of+Music/data=!4m7!3m6!1s0x886442bb39c4f907:0x7bd9fea9f364ad43!8m2!3d36.1764521!4d-86.7498679!16s%2Fg%2F1tgx2rsj!19sChIJB_nEObtCZIgRQ61k86n-2Xs?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף עצמי בחנות","1101 Holly St, Nashville, TN 37206, ארצות הברית",,פתוח,ייסגר בשעה 17:00,2023-09-03 22:31:26,יום ראשון12:00–17:00יום שני(יום העבודה)11:00–18:00 ייתכנו שינויים בשעותיום שלישי11:00–18:00יום רביעי11:00–18:00יום חמישי11:00–18:00יום שישי11:00–18:00יום שבת11:00–18:00,36.1764521,-86.7498679,"57G2+H3 נשוויל, טנסי, ארצות הברית",http://www.fannyshouseofmusic.com/,+1 615-750-5746,,,,,,,,,,
Nashville - guitar repair,Rumble Seat Music,https://lh5.googleusercontent.com/p/AF1QipMHpmJaq79Zc1JrM0Y5-qhxKCaA2cGc7CPu1Xer=w408-h270-k-no,4.6,102,,חנות גיטרות,https://www.google.com/maps/place/Rumble+Seat+Music/data=!4m7!3m6!1s0x8864667e555fad9f:0x2bf73e5ad0bac5a!8m2!3d36.1359033!4d-86.7792859!16s%2Fg%2F11c5bk_s04!19sChIJn61fVX5mZIgRWqwLreVzvwI?authuser=0&hl=iw&rclk=1," 
קנייה בחנות","1805 8th Ave S, Nashville, TN 37203, ארצות הברית",,המקום סגור,ייפתח ביום יום ג׳ בשעה 10:00,2023-09-03 22:31:30,יום ראשוןסגוריום שני(יום העבודה)סגור ייתכנו שינויים בשעותיום שלישי10:00–17:00יום רביעי10:00–17:00יום חמישי10:00–17:00יום שישי10:00–17:00יום שבת10:00–17:00,36.1359033,-86.7792859,"46PC+97 נשוויל, טנסי, ארצות הברית",http://www.rumbleseatmusic.com/,+1 615-915-2510,,,,,,,,,,
Nashville - guitar repair,Gibson Repair & Restoration,https://lh5.googleusercontent.com/p/AF1QipO20tI7s5-Sl91brC8ZsideYjqhaOHOfw9yoZRH=w408-h306-k-no,4.6,34,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Gibson+Repair+%26+Restoration/data=!4m7!3m6!1s0x886466f3b4f8b391:0xbee1282f0e2b7e2!8m2!3d36.1530113!4d-86.7047653!16s%2Fg%2F1tjbsxh9!19sChIJkbP4tPNmZIgR4rfi8IIS7gs?authuser=0&hl=iw&rclk=1,,"657 Massman Dr, Nashville, TN 37210, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 7:30,2023-09-03 22:31:33,יום ראשוןסגוריום שני(יום העבודה)7:30–14:30 ייתכנו שינויים בשעותיום שלישי7:30–14:30יום רביעי7:30–14:30יום חמישי7:30–14:30יום שישי7:30–14:30יום שבתסגור,36.1530113,-86.7047653,,https://www.gibson.com/Support/Repair-And-Restoration,+1 800-444-2766 ext. 6,,,,,,,,,,
Nashville - guitar repair,King Bee Guitars,https://lh5.googleusercontent.com/p/AF1QipPxKhBUO09phc2plFAZj1RM9gC_RsVOPT5QBRKO=w408-h805-k-no,5.0,31,,חנות לכלי נגינה,https://www.google.com/maps/place/King+Bee+Guitars/data=!4m7!3m6!1s0x886477f41c0f2575:0x8139cdc795ffe568!8m2!3d36.0788454!4d-86.7590657!16s%2Fg%2F1t_tl0hy!19sChIJdSUPHPR3ZIgRaOX_lcfNOYE?authuser=0&hl=iw&rclk=1," 
""Simply the best set up and repair shop in Nashville!""","4741 Trousdale Dr # 8, Nashville, TN 37220, ארצות הברית",נמצא בתוך: Executive Park,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:31:37,יום ראשוןסגוריום שני(יום העבודה)10:00–15:30 ייתכנו שינויים בשעותיום שלישי10:00–15:30יום רביעי10:00–15:30יום חמישי10:00–15:30יום שישיסגוריום שבתסגור,36.0788454,-86.7590657,"36HR+G9 נשוויל, טנסי, ארצות הברית",,+1 615-395-0044,,,,,,,,,,
Nashville - guitar repair,Eastside Music Supply,https://lh5.googleusercontent.com/p/AF1QipNiYNZpOf5AredHZjJFSxsLWtgLonb7LDuY7zho=w408-h306-k-no,4.8,190,,חנות לכלי נגינה,https://www.google.com/maps/place/Eastside+Music+Supply/data=!4m7!3m6!1s0x8864662d65fcffff:0x769f68ea0d750575!8m2!3d36.2034744!4d-86.738849!16s%2Fg%2F11bbyczjfw!19sChIJ___8ZS1mZIgRdQV1Depon3Y?authuser=0&hl=iw&rclk=1," 
""I was happy they were able to take repairs for setups on my guitars.""","2915 Gallatin Pike, Nashville, TN 37216, ארצות הברית",,פתוח,ייסגר בשעה 19:00,2023-09-03 22:31:41,יום ראשון11:00–19:00יום שני(יום העבודה)10:00–20:00 ייתכנו שינויים בשעותיום שלישי10:00–20:00יום רביעי10:00–20:00יום חמישי10:00–20:00יום שישי10:00–20:00יום שבת10:00–20:00,36.2034744,-86.738849,"6736+9F נשוויל, טנסי, ארצות הברית",https://eastsidemusicsupply.com/,+1 615-647-7715,,,,,,,,,,
Nashville - guitar repair,Steel Guitars of Nashville Inc,https://lh5.googleusercontent.com/p/AF1QipPSVPMYYG9KJDZQdTbly3hXELxY2AS_uPapDbbS=w408-h306-k-no,4.7,26,,חנות לכלי נגינה,https://www.google.com/maps/place/Steel+Guitars+of+Nashville+Inc/data=!4m7!3m6!1s0x886446cceb594091:0x68259e5a614261e2!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1vm_ymb_!19sChIJkUBZ68xGZIgR4mFCYVqeJWg?authuser=0&hl=iw&rclk=1," 
הצעות מחיר אונליין",,,המקום סגור,ייפתח ביום יום ב׳ בשעה 11:00,2023-09-03 22:31:45,יום ראשוןסגוריום שני(יום העבודה)11:00–16:00 ייתכנו שינויים בשעותיום שלישי11:00–16:00יום רביעי11:00–16:00יום חמישי11:00–16:00יום שישי11:00–16:00יום שבת11:00–16:00,46.423669,-129.9427086,,,+1 615-822-5555,,,,,,,,,,
Nashville - guitar repair,The North American Guitar,https://lh5.googleusercontent.com/p/AF1QipOWvHRuLkmEc7JcdfXO2wxOOllAD847d97j8a04=w408-h240-k-no-pi-10-ya313.55075-ro-0-fo100,4.8,35,,חנות לכלי נגינה,https://www.google.com/maps/place/The+North+American+Guitar/data=!4m7!3m6!1s0x88646671f75f933b:0x3c97c076b874bc33!8m2!3d36.1508926!4d-86.7796174!16s%2Fg%2F124yqhzm8!19sChIJO5Nf93FmZIgRM7x0uHbAlzw?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף עצמי בחנות
·
משלוחים","625 8th Ave S, Nashville, TN 37203, ארצות הברית",,+1 615-383-8947,,2023-09-03 22:31:49,,36.1508926,-86.7796174,"562C+95 נשוויל, טנסי, ארצות הברית",http://thenorthamericanguitar.com/,+1 615-383-8947,,,,,,,,,,
Nashville - guitar repair,Raines Guitar Repair,https://lh5.googleusercontent.com/p/AF1QipN-TJMUl-0MlH7Sa8b745InhJzkXLcaGbWwpozQ=w425-h240-k-no,5.0,34,,חנות לתיקון כלי נגינה,https://www.google.com/maps/place/Raines+Guitar+Repair/data=!4m7!3m6!1s0x8864474676cdbc73:0xa335925f66ca2f25!8m2!3d36.3079189!4d-86.5822012!16s%2Fg%2F11kfpl_rn2!19sChIJc7zNdkZHZIgRJS_KZl-SNaM?authuser=0&hl=iw&rclk=1,,"131 Bradford Cir, Hendersonville, TN 37075, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:31:52,יום ראשוןסגוריום שני(יום העבודה)10:00–17:00 ייתכנו שינויים בשעותיום שלישי10:00–17:00יום רביעי10:00–17:00יום חמישי10:00–17:00יום שישי10:00–17:00יום שבתסגור,36.3079189,-86.5822012,"8C59+54 הנדרסונוויל, טנסי, ארצות הברית",https://rainesgw.wixsite.com/website,+1 615-606-8179,,,,,,,,,,
Nashville - guitar repair,Carter Vintage Guitars,https://lh5.googleusercontent.com/p/AF1QipNFkSZm0eMnL5DBmIQYg9gXjX0uw5ldx9ha0WI9=w532-h240-k-no,4.8,"1,043",,חנות גיטרות,https://www.google.com/maps/place/Carter+Vintage+Guitars/data=!4m7!3m6!1s0x88646661a0ab423f:0xb644894818fcae1f!8m2!3d36.1509583!4d-86.7793872!16s%2Fg%2F1pp2x834f!19sChIJP0KroGFmZIgRH678GEiJRLY?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף מחוץ לחנות","625 8th Ave S, Nashville, TN 37203, ארצות הברית",,פתוח,ייסגר בשעה 16:00,2023-09-03 22:31:56,יום ראשון10:00–16:00יום שני(יום העבודה)סגור שעות פתיחה בחגיום שלישי10:00–18:00יום רביעי10:00–18:00יום חמישי10:00–18:00יום שישי10:00–18:00יום שבת10:00–16:00,36.1509583,-86.7793872,"562C+96 נשוויל, טנסי, ארצות הברית",http://www.cartervintage.com/,+1 615-915-1851,,,,,,,,,,
Nashville - guitar repair,Guitar Center,https://lh5.googleusercontent.com/p/AF1QipMlOKDz83-sjMiULGPys5Dy8yLR6gDAl9GNag47=w426-h240-k-no,4.4,"1,552",,חנות מוזיקה,https://www.google.com/maps/place/Guitar+Center/data=!4m7!3m6!1s0x886465c06cce8d33:0x323e3b5eb751c63f!8m2!3d36.1115383!4d-86.7649808!16s%2Fg%2F1tj_5zks!19sChIJM43ObMBlZIgRP8ZRt147PjI?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף מחוץ לחנות
·
משלוחים","721 Thompson Ln, Nashville, TN 37204, ארצות הברית",,פתוח,ייסגר בשעה 19:00,2023-09-03 22:32:00,יום ראשון11:00–19:00יום שני(יום העבודה)11:00–21:00 ייתכנו שינויים בשעותיום שלישי11:00–21:00יום רביעי11:00–21:00יום חמישי11:00–21:00יום שישי11:00–21:00יום שבת10:00–21:00,36.1115383,-86.7649808,"466P+J2 נשוויל, טנסי, ארצות הברית",https://stores.guitarcenter.com/tn/nashville/720?source=4GOA5AJBA,+1 615-297-7770,,,,,,,,,,
Nashville - guitar repair,Lane Music (Nashville),https://lh5.googleusercontent.com/p/AF1QipNs-TgusGA44qnXAs7LgUGxhryfa-TOYroqFmCN=w408-h544-k-no,5.0,63,,חנות מוזיקה,https://www.google.com/maps/place/Lane+Music+%28Nashville%29/data=!4m7!3m6!1s0x88647bfd1fe7f70d:0xd13187b2989ca177!8m2!3d35.967839!4d-86.810695!16s%2Fg%2F11c5swb6y6!19sChIJDffnH_17ZIgRd6GcmLKHMdE?authuser=0&hl=iw&rclk=1," 
""This is easily in the top three guitar shops in the Nashville area.""","1625 Galleria Blvd, Brentwood, TN 37027, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:32:04,יום ראשוןסגוריום שני(יום העבודה)10:00–18:00 ייתכנו שינויים בשעותיום שלישי10:00–18:00יום רביעי10:00–18:00יום חמישי10:00–18:00יום שישי10:00–18:00יום שבת10:00–17:00,35.967839,-86.810695,"X59Q+4P ברנטווד, טנסי, ארצות הברית",https://www.lanemusic.com/,+1 615-679-8888,,,,,,,,,,
Nashville - guitar repair,The Gibson Garage,https://lh5.googleusercontent.com/p/AF1QipNb2_qDtCLPCCC4z4ZXp7rS4Tu5BOjHnrl7tiQ=w646-h240-k-no,4.8,574,,חנות גיטרות,https://www.google.com/maps/place/The+Gibson+Garage/data=!4m7!3m6!1s0x8864672b6855b195:0x4bf5a2e89662eee8!8m2!3d36.1547724!4d-86.782192!16s%2Fg%2F11nn3w4jq8!19sChIJlbFVaCtnZIgR6O5iluii9Us?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף עצמי בחנות","209 10th Ave S #209, Nashville, TN 37203, ארצות הברית",,פתוח,ייסגר בשעה 18:00,2023-09-03 22:32:07,יום ראשון12:00–18:00יום שני(יום העבודה)11:00–18:00 ייתכנו שינויים בשעותיום שלישי11:00–18:00יום רביעי11:00–18:00יום חמישי11:00–18:00יום שישי11:00–18:00יום שבת11:00–18:00,36.1547724,-86.782192,"5639+W4 נשוויל, טנסי, ארצות הברית",https://www.gibson.com/garage,+1 615-933-6000,,,,,,,,,,
Nashville - guitar repair,"Blues Vintage Guitars, Inc.",https://lh5.googleusercontent.com/p/AF1QipP5PooEKr4EE-pk4AmyGduf8y04BpLcRoawQF4L=w408-h290-k-no,4.9,75,,חנות גיטרות,"https://www.google.com/maps/place/Blues+Vintage+Guitars,+Inc./data=!4m7!3m6!1s0x886469734f3c68cd:0xbc43ef7de2ce42fb!8m2!3d36.1674845!4d-86.6803949!16s%2Fg%2F11cn6f80p3!19sChIJzWg8T3NpZIgR-0LO4n3vQ7w?authuser=0&hl=iw&rclk=1"," 
קנייה בחנות
·
איסוף עצמי בחנות","212 McGavock Pk, Nashville, TN 37214, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 10:00,2023-09-03 22:32:11,יום ראשוןסגוריום שני(יום העבודה)10:00–18:00 ייתכנו שינויים בשעותיום שלישי10:00–18:00יום רביעי10:00–18:00יום חמישי10:00–18:00יום שישי10:00–18:00יום שבתסגור,36.1674845,-86.6803949,"5889+XR נשוויל, טנסי, ארצות הברית",http://www.bluesvintageguitars.com/,+1 615-613-1389,,,,,,,,,,
Nashville - guitar repair,GuitarEffectsPedals.com Showroom - Open to the Public,https://lh5.googleusercontent.com/p/AF1QipOPosJ9wVj5rjFJJ3SRjy-s20Y9jkYJDLpt1Dbn=w426-h240-k-no,4.6,42,,חנות לכלי נגינה,https://www.google.com/maps/place/GuitarEffectsPedals.com+Showroom+-+Open+to+the+Public/data=!4m7!3m6!1s0x88638288060d88d7:0xaabfa0c2fc955c6e!8m2!3d36.116126!4d-86.7488954!16s%2Fg%2F11bzwpqm9t!19sChIJ14gNBoiCY4gRblyV_MKgv6o?authuser=0&hl=iw&rclk=1," 
קנייה בחנות
·
איסוף מחוץ לחנות","2616 Grandview Ave 2nd floor, Nashville, TN 37211, ארצות הברית",,המקום סגור,ייפתח ביום יום ב׳ בשעה 11:00,2023-09-03 22:32:15,יום ראשוןסגוריום שני(יום העבודה)11:00–17:30 ייתכנו שינויים בשעותיום שלישי11:00–17:30יום רביעי11:00–17:30יום חמישי11:00–17:30יום שישי11:00–17:30יום שבת12:00–17:00,36.116126,-86.7488954,"4782+FC נשוויל, טנסי, ארצות הברית",http://www.guitareffectspedals.com/,+1 800-455-1030,,,,,,,,,,
