keyword,Title,Reviews,Review_points,Address,Contry,City,State,Website,Phone,Open_Time,Page_URL,Google_id,Place_id,Additional_info,Latitude,Longitude,Category,Main_image,Image_1,Image_2,Image_3,Description,Price_Range,Current_Status,Plus_code_URL,Plus_code,Delivery,Open_Time_Monday,Open_Time_Tuesday,Open_Time_Wednesday,Open_Time_Thursday,Open_Time_Friday,Open_Time_Saturday,Open_Time_Sunday,Popular_times_0,Popular_times_1,Popular_times_2,Popular_times_3,Popular_times_4,Popular_times_5,Popular_times_6
Seattle - guitar repair,The Trading Musician,529,4.7,"5908 Roosevelt Way NE, Seattle, WA 98105",null,Seattle,Washington,http://www.tradingmusician.com/,(206) 522-6707,"Tuesday 11 AM–7 PM  2023-09-05
Wednesday 11 AM–7 PM  2023-09-06
Thursday 11 AM–7 PM  2023-09-07
Friday 11 AM–7 PM  2023-09-08
Saturday 11 AM–7 PM  2023-09-09
Sunday 11 AM–7 PM  2023-09-10
Monday 11 AM–7 PM  2023-09-11
 ",https://www.google.com/maps/place/The+Trading+Musician/data=!4m5!3m4!1s0x54901465c744e697:0xfbf146a0c90c3596!8m2!3d47.6717404!4d-122.3171572?authuser=0&hl=en&rclk=1,0x54901465c744e697:0xfbf146a0c90c3596,ChIJl-ZEx2UUkFQRljUMyaBG8fs,,47.6717404,-122.3171572,Musical instrument store,https://lh5.googleusercontent.com/p/AF1QipMqABeQapM2BTI5vmG-soFsb-B9IeeTfaPyoNNb=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipO6sxUAPxlA49GIjMsKogbZgf0h6SqrE2R05PEK=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPiellVQUkyEoDCQiHX0z3nMTrs2DUVcjipaYA=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNpUhrdqmSn5DlwVwM2dmVDLiUg1kYn4AbfVXDn=w1024-h960-p-k-no,"Musical instrument store for new, used & vintage choices plus guitar & drum repair.",None,,"https://plus.codes/MMCM+M4 Seattle, Washington","MMCM+M4 Seattle, Washington",In-store shopping,Monday 11 AM–7 PM  2023-09-11,Tuesday 11 AM–7 PM  2023-09-05,Wednesday 11 AM–7 PM  2023-09-06,Thursday 11 AM–7 PM  2023-09-07,Friday 11 AM–7 PM  2023-09-08,Saturday 11 AM–7 PM  2023-09-09,Sunday 11 AM–7 PM  2023-09-10,,,,,,,
Seattle - guitar repair,RJW Guitar Repair,19,4.6,"11704 40th Ave S, Tukwila, WA 98168",null,Tukwila,Washington,http://www.rjwguitarrepair.com/,(206) 949-8447, ,https://www.google.com/maps/place/RJW+Guitar+Repair/data=!4m5!3m4!1s0x54904257db851a99:0x5c0c3cfed65ab2a2!8m2!3d47.4986226!4d-122.2827998?authuser=0&hl=en&rclk=1,0x54904257db851a99:0x5c0c3cfed65ab2a2,ChIJmRqF21dCkFQRorJa1v48DFw,,47.4986226,-122.2827998,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipOsQrCIGCnyAYF4jUuxF2ubgzlQZQv42_OrJzRz=w408-h299-k-no,https://lh5.googleusercontent.com/p/AF1QipMsHoH3Ax5jLofyoBJupynI4MUoCDYZHQtvaNlw=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPvHkGf9KlD_AxIrRzEvWTAk7y0bNs7aGaf89ZC=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/vxnKnDh8fIc06f6WEecYtA=w1024-h960-p-k-no,null,None,,"https://plus.codes/FPX8+CV Tukwila, Washington","FPX8+CV Tukwila, Washington",null,,,,,,,,,,,,,,
Seattle - guitar repair,Ted Brown Music,34,4.8,"1006 NE 50th St, Seattle, WA 98105",null,Seattle,Washington,https://www.tedbrownmusic.com/topic/seattle,(206) 622-0171,"LGBTQ+ friendlyTuesday 10 AM–6 PM  2023-09-05
Wednesday 10 AM–6 PM  2023-09-06
Thursday 10 AM–6 PM  2023-09-07
Friday 10 AM–6 PM  2023-09-08
Saturday 10 AM–5 PM  2023-09-09
Sunday Closed  2023-09-10
Monday 10 AM–6 PM  2023-09-11
 ",https://www.google.com/maps/place/Ted+Brown+Music/data=!4m5!3m4!1s0x5490146fda04ca51:0x3a1ea7e70774a121!8m2!3d47.6652469!4d-122.316984?authuser=0&hl=en&rclk=1,0x5490146fda04ca51:0x3a1ea7e70774a121,ChIJUcoE2m8UkFQRIaF0B-enHjo,"LGBTQ+ friendly,Identifies as women-owned",47.6652469,-122.316984,Musical instrument store,https://lh5.googleusercontent.com/p/AF1QipMM66WlgNJrrKxbh5LdcbRgfRDcJmMPSVMxGSlQ=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipMM66WlgNJrrKxbh5LdcbRgfRDcJmMPSVMxGSlQ=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMWfBDa0uekzvg-4jl7qeYlCaexckLnEfVZUTcf=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMkRP_H-yjb6QPYj9GmahjQHB-ca7yoaPgyU0j2=w1024-h960-p-k-no,null,None,,"https://plus.codes/MM8M+36 Seattle, Washington","MM8M+36 Seattle, Washington",null,Monday 10 AM–6 PM  2023-09-11,Tuesday 10 AM–6 PM  2023-09-05,Wednesday 10 AM–6 PM  2023-09-06,Thursday 10 AM–6 PM  2023-09-07,Friday 10 AM–6 PM  2023-09-08,Saturday 10 AM–5 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Ballard Guitar Dock,29,5,"708 NW 58th St, Seattle, WA 98107",null,Seattle,Washington,http://www.ballardguitardock.com/,(206) 300-1614,"Tuesday 10 AM–5 PM  2023-09-05
Wednesday 10 AM–5 PM  2023-09-06
Thursday 10 AM–5 PM  2023-09-07
Friday 10 AM–5 PM  2023-09-08
Saturday 10 AM–5 PM  2023-09-09
Sunday 10 AM–5 PM  2023-09-10
Monday 10 AM–5 PM  2023-09-11
 ",https://www.google.com/maps/place/Ballard+Guitar+Dock/data=!4m5!3m4!1s0x549015c1106d1d69:0x788d4443ea22ed9d!8m2!3d47.6711234!4d-122.3655655?authuser=0&hl=en&rclk=1,0x549015c1106d1d69:0x788d4443ea22ed9d,ChIJaR1tEMEVkFQRne0i6kNEjXg,,47.6711234,-122.3655655,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipP494J2qztbIT92n1bYgz0z6Cz0SNE8ex9uNJLX=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipOMC9PPrEHnCh1_G6Ef729i8D6jnnMCYY_8xHYM=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOCWne4r54MGRin1gq3trYkbyzWlpmmp8l1tAku=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/MZ8cFSf-v5EBPWUCgOWvHg=w1024-h960-p-k-no,null,None,,"https://plus.codes/MJCM+CQ Seattle, Washington","MJCM+CQ Seattle, Washington",null,Monday 10 AM–5 PM  2023-09-11,Tuesday 10 AM–5 PM  2023-09-05,Wednesday 10 AM–5 PM  2023-09-06,Thursday 10 AM–5 PM  2023-09-07,Friday 10 AM–5 PM  2023-09-08,Saturday 10 AM–5 PM  2023-09-09,Sunday 10 AM–5 PM  2023-09-10,,,,,,,
Seattle - guitar repair,Georgetown Music,162,4.6,"232 SW 153rd St, Burien, WA 98166",null,Burien,Washington,http://www.georgetownmusicstore.com/,(206) 602-4324,"Tuesday 10 AM–6 PM  2023-09-05
Wednesday 10 AM–6 PM  2023-09-06
Thursday 10 AM–6 PM  2023-09-07
Friday 10 AM–6 PM  2023-09-08
Saturday 10 AM–6 PM  2023-09-09
Sunday Closed  2023-09-10
Monday Closed  2023-09-11
 ",https://www.google.com/maps/place/Georgetown+Music/data=!4m5!3m4!1s0x549041ebf3b22fe7:0xe1c0914dc00acc15!8m2!3d47.4659716!4d-122.33819?authuser=0&hl=en&rclk=1,0x549041ebf3b22fe7:0xe1c0914dc00acc15,ChIJ5y-y8-tBkFQRFcwKwE2RwOE,,47.4659716,-122.33819,Musical instrument store,https://lh5.googleusercontent.com/p/AF1QipNv5-yPqbBxCyaewxOcjcqMNHL6y4mS84rdVbmz=w408-h408-k-no,https://lh5.googleusercontent.com/p/_7-5uMoJJGMgzcXrNQYslg=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMGUKWt8kAGJbVKJZ6W57iYpnpFjR1JL-nUP8PG=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNnNaA8LhKo1LQwi2sNsb1RdOKtRVMtmnF6V6M2=w1024-h960-p-k-no,"Outpost selling, buying & servicing musical gear, including keyboards, guitars & band instruments.",None,,"https://plus.codes/FM86+9P Burien, Washington","FM86+9P Burien, Washington",Delivery,Monday Closed  2023-09-11,Tuesday 10 AM–6 PM  2023-09-05,Wednesday 10 AM–6 PM  2023-09-06,Thursday 10 AM–6 PM  2023-09-07,Friday 10 AM–6 PM  2023-09-08,Saturday 10 AM–6 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Rosewood Guitar,49,4.7,"8402 Greenwood Ave N, Seattle, WA 98103",null,Seattle,Washington,http://rosewoodguitar.com/,(206) 297-8788,"Tuesday 12–5 PM  2023-09-05
Wednesday 12–5 PM  2023-09-06
Thursday 12–5 PM  2023-09-07
Friday 12–5 PM  2023-09-08
Saturday 12–5 PM  2023-09-09
Sunday Closed  2023-09-10
Monday Closed  2023-09-11
 ",https://www.google.com/maps/place/Rosewood+Guitar/data=!4m5!3m4!1s0x5490142196cb0723:0x2b669fe73c798e4!8m2!3d47.6900123!4d-122.3549844?authuser=0&hl=en&rclk=1,0x5490142196cb0723:0x2b669fe73c798e4,ChIJIwfLliEUkFQR5JjHc_5ptgI,,47.6900123,-122.3549844,Musical instrument store,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NCVNTcyAmKH8uhGwIx7waw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.80192&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/NCVNTcyAmKH8uhGwIx7waw=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/NCVNTcyAmKH8uhGwIx7waw=w1024-h960-p-k-no,null,null,None,,"https://plus.codes/MJRW+22 Seattle, Washington","MJRW+22 Seattle, Washington",In-store shopping,Monday Closed  2023-09-11,Tuesday 12–5 PM  2023-09-05,Wednesday 12–5 PM  2023-09-06,Thursday 12–5 PM  2023-09-07,Friday 12–5 PM  2023-09-08,Saturday 12–5 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,J. Thayer Guitars,41,5,"2207 E 11th St, Bremerton, WA 98310",null,Bremerton,Washington,http://www.jthayerguitars.com/,(360) 440-1623,"Tuesday 11 AM–7 PM  2023-09-05
Wednesday 11 AM–7 PM  2023-09-06
Thursday 11 AM–7 PM  2023-09-07
Friday 11 AM–7 PM  2023-09-08
Saturday Closed  2023-09-09
Sunday Closed  2023-09-10
Monday Closed  2023-09-11
 ",https://www.google.com/maps/place/J.+Thayer+Guitars/data=!4m5!3m4!1s0x549039d510a2487d:0xe5f03f478327cb4b!8m2!3d47.5701527!4d-122.6144138?authuser=0&hl=en&rclk=1,0x549039d510a2487d:0xe5f03f478327cb4b,ChIJfUiiENU5kFQRS8sng0c_8OU,,47.5701527,-122.6144138,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipPj7lRSby3SjstjJ5Eu22vK3qp2Z1C2hysUHAAo=w408-h272-k-no,https://lh5.googleusercontent.com/p/AF1QipNY98RrcNvQt7zO8Bqb5HbHPHd0ZV-vHE2F-8vS=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNA73kDD9SLYYTNrXAhhdGOhsajNtFVWfuzq5Gc=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPj7lRSby3SjstjJ5Eu22vK3qp2Z1C2hysUHAAo=w1024-h960-p-k-no,null,None,,"https://plus.codes/H9CP+36 Bremerton, Washington","H9CP+36 Bremerton, Washington",Wheelchair accessible parking lot,Monday Closed  2023-09-11,Tuesday 11 AM–7 PM  2023-09-05,Wednesday 11 AM–7 PM  2023-09-06,Thursday 11 AM–7 PM  2023-09-07,Friday 11 AM–7 PM  2023-09-08,Saturday Closed  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,BandWright Repair,27,5,"15519 SE 10th St, Bellevue, WA 98007",null,Bellevue,Washington,http://www.bandwright.com/,(425) 270-7059,LGBTQ+ friendly ,https://www.google.com/maps/place/BandWright+Repair/data=!4m5!3m4!1s0x54906db27e2c4f61:0x83728b79c123993e!8m2!3d47.6010872!4d-122.1321475?authuser=0&hl=en&rclk=1,0x54906db27e2c4f61:0x83728b79c123993e,ChIJYU8sfrJtkFQRPpkjwXmLcoM,LGBTQ+ friendly,47.6010872,-122.1321475,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipPC5mP7yykSzBCzrQzmBiJq_7ei-cHUERAsQMVW=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPC5mP7yykSzBCzrQzmBiJq_7ei-cHUERAsQMVW=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPC5mP7yykSzBCzrQzmBiJq_7ei-cHUERAsQMVW=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/m-8efP3-HFic34LQ2F8Izg=w1024-h960-p-k-no,null,None,,"https://plus.codes/JV29+C4 Bellevue, Washington","JV29+C4 Bellevue, Washington",Wheelchair accessible parking lot,,,,,,,,,,,,,,
Seattle - guitar repair,Music & Arts,33,4.7,"14901 4th Ave SW Suite 102, Seattle, WA 98166",null,Seattle,Washington,https://stores.musicarts.com/wa/seattle/music-store-4764.html,(206) 243-4800,"Tuesday 11 AM–8 PM  2023-09-05
Wednesday 11 AM–8 PM  2023-09-06
Thursday 11 AM–8 PM  2023-09-07
Friday 11 AM–8 PM  2023-09-08
Saturday 10 AM–5 PM  2023-09-09
Sunday Closed  2023-09-10
Monday 11 AM–8 PM  2023-09-11
 ",https://www.google.com/maps/place/Music+&+Arts/data=!4m5!3m4!1s0x5490449dc66a0709:0xd4656f079a673638!8m2!3d47.4690752!4d-122.3390873?authuser=0&hl=en&rclk=1,0x5490449dc66a0709:0xd4656f079a673638,ChIJCQdqxp1EkFQRODZnmgdvZdQ,,47.4690752,-122.3390873,Music store,https://lh5.googleusercontent.com/p/AF1QipMRJ3j2wX3JjAEVPobsZeelksqMGOuEuJCb2qJF=w408-h240-k-no-pi-0-ya80.36805-ro-0-fo100,https://lh5.googleusercontent.com/p/AF1QipMM5kW1yQVTeH7dP3zV-2xIbMVJRfM5J-smlXXi=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipN3Uas0mXRDBy7zQhbfEK7OFb4KLSmHKzs1Kymr=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPGwxqW3DjiWBqrpMQ1MXTOUWGfj1wnYIbm1Tuk=w1024-h960-p-k-no,"Retail chain offering musical instruments, audio gear & accessories, plus rental & repair services.",None,,"https://plus.codes/FM96+J9 Seattle, Washington","FM96+J9 Seattle, Washington",In-store pickup,Monday 11 AM–8 PM  2023-09-11,Tuesday 11 AM–8 PM  2023-09-05,Wednesday 11 AM–8 PM  2023-09-06,Thursday 11 AM–8 PM  2023-09-07,Friday 11 AM–8 PM  2023-09-08,Saturday 10 AM–5 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,"J P Guitars - Custom Guitars Seattle, Custom Guitars Tacoma, Best Custom Guitars",28,4.8,"11917 150th St Ct E, Puyallup, WA 98374",null,Puyallup,Washington,http://jpguitars.com/,(253) 841-2954,"Tuesday 10 AM–5:30 PM  2023-09-05
Wednesday 10 AM–5:30 PM  2023-09-06
Thursday 10 AM–5:30 PM  2023-09-07
Friday 10 AM–5:30 PM  2023-09-08
Saturday 10 AM–4:30 PM  2023-09-09
Sunday Closed  2023-09-10
Monday 10 AM–5:30 PM  2023-09-11
 ","https://www.google.com/maps/place/J+P+Guitars+-+Custom+Guitars+Seattle,+Custom+Guitars+Tacoma,+Best+Custom+Guitars/data=!4m5!3m4!1s0x5490fd281d8fb6e9:0xbb7abc3b44c54e5!8m2!3d47.1199146!4d-122.2705112?authuser=0&hl=en&rclk=1",0x5490fd281d8fb6e9:0xbb7abc3b44c54e5,ChIJ6baPHSj9kFQR5VRMtMOrtws,,47.1199146,-122.2705112,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipPrLq6GvTTdFODBCTZzVoVvC_20fkXBMMKarwA=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipNl8nT6n_4YiOo24P-s0EJp7vULDocEh3Grjm0=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPrLq6GvTTdFODBCTZzVoVvC_20fkXBMMKarwA=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/Nad68Z_I2nG98B3bkb7l9w=w1024-h960-p-k-no,null,None,,"https://plus.codes/4P9H+XQ Puyallup, Washington","4P9H+XQ Puyallup, Washington",null,Monday 10 AM–5:30 PM  2023-09-11,Tuesday 10 AM–5:30 PM  2023-09-05,Wednesday 10 AM–5:30 PM  2023-09-06,Thursday 10 AM–5:30 PM  2023-09-07,Friday 10 AM–5:30 PM  2023-09-08,Saturday 10 AM–4:30 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,Guitar Center,1172,4.2,"230 Andover Park W, Tukwila, WA 98188",null,Tukwila,Washington,https://stores.guitarcenter.com/wa/tukwila/233%3Fsource%3D4GOA5AJBA,(206) 243-9077,"Tuesday 11 AM–9 PM  2023-09-05
Wednesday 11 AM–9 PM  2023-09-06
Thursday 11 AM–9 PM  2023-09-07
Friday 11 AM–9 PM  2023-09-08
Saturday 10 AM–9 PM  2023-09-09
Sunday 11 AM–7 PM  2023-09-10
Monday 11 AM–9 PM  2023-09-11
 ",https://www.google.com/maps/place/Guitar+Center/data=!4m5!3m4!1s0x54905cd6babaae87:0x29dbb8af344eb803!8m2!3d47.4566457!4d-122.2536203?authuser=0&hl=en&rclk=1,0x54905cd6babaae87:0x29dbb8af344eb803,ChIJh666utZckFQRA7hONK-42yk,,47.4566457,-122.2536203,Music store,https://lh5.googleusercontent.com/p/AF1QipPj1GKwUw5LJPzsbI6ZcFTzGuYveq7AiQ7okgbT=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipMqh-q9JmFX8c86I6t6gS7e8lztYnbkyUvMKIUk=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNInvr3kmJ0_eiH6p-3Po1G5XYCyL-inKGAfm3m=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOVCJm2fxSX_BLLQJGxsaFNLMIYGDfGFnw-hSom=w1024-h960-p-k-no,null,None,,"https://plus.codes/FP4W+MH Tukwila, Washington","FP4W+MH Tukwila, Washington",Delivery,Monday 11 AM–9 PM  2023-09-11,Tuesday 11 AM–9 PM  2023-09-05,Wednesday 11 AM–9 PM  2023-09-06,Thursday 11 AM–9 PM  2023-09-07,Friday 11 AM–9 PM  2023-09-08,Saturday 10 AM–9 PM  2023-09-09,Sunday 11 AM–7 PM  2023-09-10,,,,,,,
Seattle - guitar repair,Citizens Repair,13,5,"West, Seattle, WA 98136",null,Seattle,WA,http://www.citizensrepair.net/,null, ,https://www.google.com/maps/place/Citizens+Repair/data=!4m5!3m4!1s0x549040e33c881c81:0xb12c1577cca88c1e!8m2!3d47.5611026!4d-122.3866888?authuser=0&hl=en&rclk=1,0x549040e33c881c81:0xb12c1577cca88c1e,ChIJgRyIPONAkFQRHoyozHcVLLE,,47.5611026,-122.3866888,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipOQKUbgnoBch4CVcrfIN66CXJwhR2vI9Zt_UC9O=w408-h408-k-no,https://lh5.googleusercontent.com/p/AF1QipOQKUbgnoBch4CVcrfIN66CXJwhR2vI9Zt_UC9O=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMGd9tcE3Egu2IKPIoou9Fu7Kr5pnG8FCQiRbmg=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/CcDwEJ0dMaaSgbSOJUkWvw=w1024-h960-p-k-no,null,None,,"https://plus.codes/HJ67+C8 Seattle, Washington","HJ67+C8 Seattle, Washington",null,,,,,,,,,,,,,,
Seattle - guitar repair,Bischofberger Violins Ltd,101,4.8,"1314 E John St, Seattle, WA 98102",null,Seattle,Washington,http://bviolinsltd.com/,(206) 324-3119,"Tuesday 10 AM–6 PM  2023-09-05
Wednesday 10 AM–6 PM  2023-09-06
Thursday 10 AM–6 PM  2023-09-07
Friday 10 AM–6 PM  2023-09-08
Saturday 10 AM–3 PM  2023-09-09
Sunday Closed  2023-09-10
Monday 10 AM–6 PM  2023-09-11
 ",https://www.google.com/maps/place/Bischofberger+Violins+Ltd/data=!4m5!3m4!1s0x5490152cd0a4937d:0x3846ed360ca62238!8m2!3d47.620179!4d-122.3148857?authuser=0&hl=en&rclk=1,0x5490152cd0a4937d:0x3846ed360ca62238,ChIJfZOk0CwVkFQROCKmDDbtRjg,,47.620179,-122.3148857,Musical instrument store,https://lh5.googleusercontent.com/p/AF1QipPkR4Vs28rM4oXRoK3pi_2irR0yQ2bAKJlQKq80=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPXqdiwWs2kCmneqSuWDnCwedVdc52lMtkSE71D=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMTinfC7uixXydWixwiu6AqFEZOoIaXE0BGQe56=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPkR4Vs28rM4oXRoK3pi_2irR0yQ2bAKJlQKq80=w1024-h960-p-k-no,"Longtime dealer in violins, violas, cellos & bows with repair service & rentals for 50+ years.",None,,"https://plus.codes/JMCP+32 Seattle, Washington","JMCP+32 Seattle, Washington",Delivery,Monday 10 AM–6 PM  2023-09-11,Tuesday 10 AM–6 PM  2023-09-05,Wednesday 10 AM–6 PM  2023-09-06,Thursday 10 AM–6 PM  2023-09-07,Friday 10 AM–6 PM  2023-09-08,Saturday 10 AM–3 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,The Bass Shop,61,4.8,"6400 California Ave SW, Seattle, WA 98136",null,Seattle,Washington,https://www.thebassshopseattle.com/,(206) 932-4362,"Tuesday 10 AM–6 PM  2023-09-05
Wednesday 10 AM–6 PM  2023-09-06
Thursday 10 AM–6 PM  2023-09-07
Friday 10 AM–6 PM  2023-09-08
Saturday 10 AM–6 PM  2023-09-09
Sunday Closed  2023-09-10
Monday Closed  2023-09-11
 ",https://www.google.com/maps/place/The+Bass+Shop/data=!4m5!3m4!1s0x549040fbde68dcbd:0xa20fe6e971241b0c!8m2!3d47.5459024!4d-122.3869605?authuser=0&hl=en&rclk=1,0x549040fbde68dcbd:0xa20fe6e971241b0c,ChIJvdxo3vtAkFQRDBskcenmD6I,,47.5459024,-122.3869605,Guitar store,https://lh5.googleusercontent.com/p/AF1QipMyIftpQgckum5UuXOqjQLf9ZPLqY8NRZ2BNS8w=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipMyIftpQgckum5UuXOqjQLf9ZPLqY8NRZ2BNS8w=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOeYP6IydIxFTXJFGE92etDwLbJkA1aheDpA6Y-=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipO40Fz0xKbZoisueXDm1VJ62S1BujNrCAwILXEG=w1024-h960-p-k-no,null,None,,"https://plus.codes/GJW7+96 Seattle, Washington","GJW7+96 Seattle, Washington",In-store shopping,Monday Closed  2023-09-11,Tuesday 10 AM–6 PM  2023-09-05,Wednesday 10 AM–6 PM  2023-09-06,Thursday 10 AM–6 PM  2023-09-07,Friday 10 AM–6 PM  2023-09-08,Saturday 10 AM–6 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
Seattle - guitar repair,South Sound Guitar Repair,27,5,None,null,null,null,https://www.southsoundguitars.com/,null, ,https://www.google.com/maps/place/South+Sound+Guitar+Repair/data=!4m5!3m4!1s0x549055790d61b83b:0x2a89591008d1c83a!8m2!3d47.249256!4d-122.4568254?authuser=0&hl=en&rclk=1,0x549055790d61b83b:0x2a89591008d1c83a,ChIJO7hhDXlVkFQROsjRCBBZiSo,,47.249256,-122.4568254,Musical instrument repair shop,https://lh5.googleusercontent.com/p/AF1QipMeQ1jgG1j0ORQ_YxzyGAEwx1lvKujhm44vtbpc=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipMeQ1jgG1j0ORQ_YxzyGAEwx1lvKujhm44vtbpc=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMeQ1jgG1j0ORQ_YxzyGAEwx1lvKujhm44vtbpc=w1024-h960-p-k-no,null,null,None,,null,null,null,,,,,,,,,,,,,,
Seattle - guitar repair,The Guitar Store - Order Will Call Pickup Location-,85,4.6,"1044 Water St, Port Townsend, WA 98368",null,Port Townsend,Washington,http://www.seattleguitarstore.com/,(360) 385-2454,"Tuesday Closed  2023-09-05
Wednesday Closed  2023-09-06
Thursday 12–5 PM  2023-09-07
Friday 12–5 PM  2023-09-08
Saturday 12–5 PM  2023-09-09
Sunday Closed  2023-09-10
Monday Closed  2023-09-11
 ",https://www.google.com/maps/place/The+Guitar+Store+-+Order+Will+Call+Pickup+Location-/data=!4m5!3m4!1s0x549014199e3ff81b:0x4c74adb0f9fccaa6!8m2!3d48.1138717!4d-122.7584526?authuser=0&hl=en&rclk=1,0x549014199e3ff81b:0x4c74adb0f9fccaa6,ChIJG_g_nhkUkFQRpsr8-bCtdEw,,48.1138717,-122.7584526,Musical instrument store,https://lh5.googleusercontent.com/p/AF1QipMxQ7NI1SbS6OeSg2SmdWffOZGsjIFwgbeyGvxm=w408-h272-k-no,https://lh5.googleusercontent.com/p/AF1QipOIkJzaPeRAG7VNJyCx6nQuBNTP2kOExFp6aQT7=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOMVALX6t93NMh8nMRPNBLUCII-rY8B6vR0QNzb=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOkHN09ZwBqbCTz6yxxjsjdxnyldw-dQs2hhvb0=w1024-h960-p-k-no,"Musical instrument store for new, used & locally built guitars, drums & more plus repairs & lessons.",$$,,"https://plus.codes/467R+GJ Port Townsend, Washington","467R+GJ Port Townsend, Washington",In-store pickup,Monday Closed  2023-09-11,Tuesday Closed  2023-09-05,Wednesday Closed  2023-09-06,Thursday 12–5 PM  2023-09-07,Friday 12–5 PM  2023-09-08,Saturday 12–5 PM  2023-09-09,Sunday Closed  2023-09-10,,,,,,,
